state,race,gender,age_bin,year,population
WV,European-American/White,Male,15-24,2016,106942
WV,European-American/White,Male,15-24,2017,104974
WV,European-American/White,Male,15-24,2018,103349
WV,European-American/White,Male,15-24,2019,102470
WV,European-American/White,Male,15-24,2020,101623
WV,European-American/White,Male,25-34,2010,103018
WV,European-American/White,Male,25-34,2011,102924
WV,European-American/White,Male,25-34,2012,102601
WV,European-American/White,Male,25-34,2013,102041
WV,European-American/White,Male,25-34,2014,101560
WV,European-American/White,Male,25-34,2015,101217
WV,European-American/White,Male,25-34,2016,101379
WV,European-American/White,Male,25-34,2017,100951
WV,European-American/White,Male,25-34,2018,100280
WV,European-American/White,Male,25-34,2019,100156
WV,European-American/White,Male,25-34,2020,100235
WV,European-American/White,Male,35-54,2010,240649
WV,European-American/White,Male,35-54,2011,236997
WV,European-American/White,Male,35-54,2012,232996
WV,European-American/White,Male,35-54,2013,228691
WV,European-American/White,Male,35-54,2014,224937
WV,European-American/White,Male,35-54,2015,221814
WV,European-American/White,Male,35-54,2016,217859
WV,European-American/White,Male,35-54,2017,214226
WV,European-American/White,Male,35-54,2018,210667
WV,European-American/White,Male,35-54,2019,206694
WV,European-American/White,Male,35-54,2020,203126
WV,European-American/White,Male,55-84,2010,240634
WV,European-American/White,Male,55-84,2011,244345
WV,European-American/White,Male,55-84,2012,248681
WV,European-American/White,Male,55-84,2013,252389
WV,European-American/White,Male,55-84,2014,255434
WV,European-American/White,Male,55-84,2015,258138
WV,European-American/White,Male,55-84,2016,260000
WV,European-American/White,Male,55-84,2017,261493
WV,European-American/White,Male,55-84,2018,262703
WV,European-American/White,Male,55-84,2019,264110
WV,European-American/White,Male,55-84,2020,264691
WV,European-American/White,Male,85+,2010,11270
WV,European-American/White,Male,85+,2011,11766
WV,European-American/White,Male,85+,2012,12268
WV,European-American/White,Male,85+,2013,12785
WV,European-American/White,Male,85+,2014,13065
WV,European-American/White,Male,85+,2015,13389
WV,European-American/White,Male,85+,2016,13608
WV,European-American/White,Male,85+,2017,13769
WV,European-American/White,Male,85+,2018,13844
WV,European-American/White,Male,85+,2019,13914
WV,European-American/White,Male,85+,2020,13992
WV,European-American/White,Female,0-14,2010,145751
WV,European-American/White,Female,0-14,2011,145245
WV,European-American/White,Female,0-14,2012,144924
WV,European-American/White,Female,0-14,2013,144375
WV,European-American/White,Female,0-14,2014,143385
WV,European-American/White,Female,0-14,2015,141886
WV,European-American/White,Female,0-14,2016,140156
WV,European-American/White,Female,0-14,2017,138284
WV,European-American/White,Female,0-14,2018,136369
WV,European-American/White,Female,0-14,2019,134040
WV,European-American/White,Female,0-14,2020,132229
WV,European-American/White,Female,15-24,2010,107679
WV,European-American/White,Female,15-24,2011,107856
WV,European-American/White,Female,15-24,2012,107860
WV,European-American/White,Female,15-24,2013,107600
WV,European-American/White,Female,15-24,2014,106928
WV,European-American/White,Female,15-24,2015,104698
WV,European-American/White,Female,15-24,2016,101916
WV,European-American/White,Female,15-24,2017,99597
WV,European-American/White,Female,15-24,2018,98106
WV,European-American/White,Female,15-24,2019,97103
WV,European-American/White,Female,15-24,2020,96316
WV,European-American/White,Female,25-34,2010,102272
WV,European-American/White,Female,25-34,2011,101883
WV,European-American/White,Female,25-34,2012,101159
WV,European-American/White,Female,25-34,2013,99938
WV,European-American/White,Female,25-34,2014,99361
WV,European-American/White,Female,25-34,2015,99099
WV,European-American/White,Female,25-34,2016,99068
WV,European-American/White,Female,25-34,2017,98191
WV,European-American/White,Female,25-34,2018,97045
WV,European-American/White,Female,25-34,2019,96445
WV,European-American/White,Female,25-34,2020,96011
WV,European-American/White,Female,35-54,2010,243976
WV,European-American/White,Female,35-54,2011,240070
WV,European-American/White,Female,35-54,2012,235878
WV,European-American/White,Female,35-54,2013,231604
WV,European-American/White,Female,35-54,2014,227295
WV,European-American/White,Female,35-54,2015,223767
WV,European-American/White,Female,35-54,2016,219459
WV,European-American/White,Female,35-54,2017,215586
WV,European-American/White,Female,35-54,2018,211959
WV,European-American/White,Female,35-54,2019,207860
WV,European-American/White,Female,35-54,2020,204291
WV,European-American/White,Female,55-84,2010,268248
WV,European-American/White,Female,55-84,2011,271755
WV,European-American/White,Female,55-84,2012,275427
WV,European-American/White,Female,55-84,2013,278801
WV,European-American/White,Female,55-84,2014,282243
WV,European-American/White,Female,55-84,2015,284565
WV,European-American/White,Female,55-84,2016,286931
WV,European-American/White,Female,55-84,2017,288431
WV,European-American/White,Female,55-84,2018,289879
WV,European-American/White,Female,55-84,2019,291788
WV,European-American/White,Female,55-84,2020,292631
WV,European-American/White,Female,85+,2010,23822
WV,European-American/White,Female,85+,2011,24116
WV,European-American/White,Female,85+,2012,24537
WV,European-American/White,Female,85+,2013,24792
WV,European-American/White,Female,85+,2014,25112
WV,European-American/White,Female,85+,2015,25388
WV,European-American/White,Female,85+,2016,25475
WV,European-American/White,Female,85+,2017,25477
WV,European-American/White,Female,85+,2018,25440
WV,European-American/White,Female,85+,2019,25179
WV,European-American/White,Female,85+,2020,24767
WV,Hispanic/Latino,Male,0-14,2010,3608
WV,Hispanic/Latino,Male,0-14,2011,3756
WV,Hispanic/Latino,Male,0-14,2012,3920
WV,Hispanic/Latino,Male,0-14,2013,4017
WV,Hispanic/Latino,Male,0-14,2014,4201
WV,Hispanic/Latino,Male,0-14,2015,4379
WV,Hispanic/Latino,Male,0-14,2016,4570
WV,Hispanic/Latino,Male,0-14,2017,4586
WV,Hispanic/Latino,Male,0-14,2018,4753
WV,Hispanic/Latino,Male,0-14,2019,4808
WV,Hispanic/Latino,Male,0-14,2020,4856
WV,Hispanic/Latino,Male,15-24,2010,2504
WV,Hispanic/Latino,Male,15-24,2011,2693
WV,Hispanic/Latino,Male,15-24,2012,2754
WV,Hispanic/Latino,Male,15-24,2013,2819
WV,Hispanic/Latino,Male,15-24,2014,2864
WV,Hispanic/Latino,Male,15-24,2015,2844
WV,Hispanic/Latino,Male,15-24,2016,2824
WV,Hispanic/Latino,Male,15-24,2017,2834
WV,Hispanic/Latino,Male,15-24,2018,2935
WV,Hispanic/Latino,Male,15-24,2019,2960
WV,Hispanic/Latino,Male,15-24,2020,3085
WV,Hispanic/Latino,Male,25-34,2010,2294
WV,Hispanic/Latino,Male,25-34,2011,2456
WV,Hispanic/Latino,Male,25-34,2012,2538
WV,Hispanic/Latino,Male,25-34,2013,2682
WV,Hispanic/Latino,Male,25-34,2014,2790
WV,Hispanic/Latino,Male,25-34,2015,2903
WV,Hispanic/Latino,Male,25-34,2016,2872
WV,Hispanic/Latino,Male,25-34,2017,2929
WV,Hispanic/Latino,Male,25-34,2018,2900
WV,Hispanic/Latino,Male,25-34,2019,3009
WV,Hispanic/Latino,Male,25-34,2020,3048
WV,Hispanic/Latino,Male,35-54,2010,3029
WV,Hispanic/Latino,Male,35-54,2011,3198
WV,Hispanic/Latino,Male,35-54,2012,3298
WV,Hispanic/Latino,Male,35-54,2013,3536
WV,Hispanic/Latino,Male,35-54,2014,3684
WV,Hispanic/Latino,Male,35-54,2015,3866
WV,Hispanic/Latino,Male,35-54,2016,4061
WV,Hispanic/Latino,Male,35-54,2017,4190
WV,Hispanic/Latino,Male,35-54,2018,4260
WV,Hispanic/Latino,Male,35-54,2019,4556
WV,Hispanic/Latino,Male,35-54,2020,4733
WV,Hispanic/Latino,Male,55-84,2010,1344
WV,Hispanic/Latino,Male,55-84,2011,1436
WV,Hispanic/Latino,Male,55-84,2012,1548
WV,Hispanic/Latino,Male,55-84,2013,1636
WV,Hispanic/Latino,Male,55-84,2014,1718
WV,Hispanic/Latino,Male,55-84,2015,1771
WV,Hispanic/Latino,Male,55-84,2016,1858
WV,Hispanic/Latino,Male,55-84,2017,2016
WV,Hispanic/Latino,Male,55-84,2018,2127
WV,Hispanic/Latino,Male,55-84,2019,2229
WV,Hispanic/Latino,Male,55-84,2020,2365
WV,Hispanic/Latino,Male,85+,2010,53
WV,Hispanic/Latino,Male,85+,2011,69
WV,Hispanic/Latino,Male,85+,2012,79
WV,Hispanic/Latino,Male,85+,2013,92
WV,Hispanic/Latino,Male,85+,2014,106
WV,Hispanic/Latino,Male,85+,2015,120
WV,Hispanic/Latino,Male,85+,2016,128
WV,Hispanic/Latino,Male,85+,2017,126
WV,Hispanic/Latino,Male,85+,2018,135
WV,Hispanic/Latino,Male,85+,2019,148
WV,Hispanic/Latino,Male,85+,2020,164
WV,Hispanic/Latino,Female,0-14,2010,3430
WV,Hispanic/Latino,Female,0-14,2011,3556
WV,Hispanic/Latino,Female,0-14,2012,3654
WV,Hispanic/Latino,Female,0-14,2013,3692
WV,Hispanic/Latino,Female,0-14,2014,3850
WV,Hispanic/Latino,Female,0-14,2015,4004
WV,Hispanic/Latino,Female,0-14,2016,4211
WV,Hispanic/Latino,Female,0-14,2017,4303
WV,Hispanic/Latino,Female,0-14,2018,4431
WV,Hispanic/Latino,Female,0-14,2019,4452
WV,Hispanic/Latino,Female,0-14,2020,4511
WV,Hispanic/Latino,Female,15-24,2010,1997
WV,Hispanic/Latino,Female,15-24,2011,2267
WV,Hispanic/Latino,Female,15-24,2012,2350
WV,Hispanic/Latino,Female,15-24,2013,2481
WV,Hispanic/Latino,Female,15-24,2014,2495
WV,Hispanic/Latino,Female,15-24,2015,2491
WV,Hispanic/Latino,Female,15-24,2016,2499
WV,Hispanic/Latino,Female,15-24,2017,2499
WV,Hispanic/Latino,Female,15-24,2018,2514
WV,Hispanic/Latino,Female,15-24,2019,2595
WV,Hispanic/Latino,Female,15-24,2020,2685
WV,Hispanic/Latino,Female,25-34,2010,1618
WV,Hispanic/Latino,Female,25-34,2011,1742
WV,Hispanic/Latino,Female,25-34,2012,1844
WV,Hispanic/Latino,Female,25-34,2013,1943
WV,Hispanic/Latino,Female,25-34,2014,2072
WV,Hispanic/Latino,Female,25-34,2015,2094
WV,Hispanic/Latino,Female,25-34,2016,2159
WV,Hispanic/Latino,Female,25-34,2017,2163
WV,Hispanic/Latino,Female,25-34,2018,2299
WV,Hispanic/Latino,Female,25-34,2019,2391
WV,Hispanic/Latino,Female,25-34,2020,2409
WV,Hispanic/Latino,Female,35-54,2010,2374
WV,Hispanic/Latino,Female,35-54,2011,2478
WV,Hispanic/Latino,Female,35-54,2012,2611
WV,Hispanic/Latino,Female,35-54,2013,2698
WV,Hispanic/Latino,Female,35-54,2014,2837
WV,Hispanic/Latino,Female,35-54,2015,3049
WV,Hispanic/Latino,Female,35-54,2016,3212
WV,Hispanic/Latino,Female,35-54,2017,3313
WV,Hispanic/Latino,Female,35-54,2018,3398
WV,Hispanic/Latino,Female,35-54,2019,3535
WV,Hispanic/Latino,Female,35-54,2020,3633
WV,Hispanic/Latino,Female,55-84,2010,1426
WV,Hispanic/Latino,Female,55-84,2011,1506
WV,Hispanic/Latino,Female,55-84,2012,1591
WV,Hispanic/Latino,Female,55-84,2013,1681
WV,Hispanic/Latino,Female,55-84,2014,1747
WV,Hispanic/Latino,Female,55-84,2015,1793
WV,Hispanic/Latino,Female,55-84,2016,1880
WV,Hispanic/Latino,Female,55-84,2017,1958
WV,Hispanic/Latino,Female,55-84,2018,2110
WV,Hispanic/Latino,Female,55-84,2019,2225
WV,Hispanic/Latino,Female,55-84,2020,2328
WV,Hispanic/Latino,Female,85+,2010,115
WV,Hispanic/Latino,Female,85+,2011,137
WV,Hispanic/Latino,Female,85+,2012,143
WV,Hispanic/Latino,Female,85+,2013,155
WV,Hispanic/Latino,Female,85+,2014,168
WV,Hispanic/Latino,Female,85+,2015,181
WV,Hispanic/Latino,Female,85+,2016,198
WV,Hispanic/Latino,Female,85+,2017,217
WV,Hispanic/Latino,Female,85+,2018,239
WV,Hispanic/Latino,Female,85+,2019,256
WV,Hispanic/Latino,Female,85+,2020,282
WV,Native American/Alaskan,Male,0-14,2010,1084
WV,Native American/Alaskan,Male,0-14,2011,1075
WV,Native American/Alaskan,Male,0-14,2012,1077
WV,Native American/Alaskan,Male,0-14,2013,1071
WV,Native American/Alaskan,Male,0-14,2014,1055
WV,Native American/Alaskan,Male,0-14,2015,1062
WV,Native American/Alaskan,Male,0-14,2016,1044
WV,Native American/Alaskan,Male,0-14,2017,1031
WV,Native American/Alaskan,Male,0-14,2018,1021
WV,Native American/Alaskan,Male,0-14,2019,1004
WV,Native American/Alaskan,Male,0-14,2020,1004
WV,Native American/Alaskan,Male,15-24,2010,861
WV,Native American/Alaskan,Male,15-24,2011,894
WV,Native American/Alaskan,Male,15-24,2012,915
WV,Native American/Alaskan,Male,15-24,2013,929
WV,Native American/Alaskan,Male,15-24,2014,933
WV,Native American/Alaskan,Male,15-24,2015,917
WV,Native American/Alaskan,Male,15-24,2016,919
WV,Native American/Alaskan,Male,15-24,2017,900
WV,Native American/Alaskan,Male,15-24,2018,878
WV,Native American/Alaskan,Male,15-24,2019,878
WV,Native American/Alaskan,Male,15-24,2020,879
WV,Native American/Alaskan,Male,25-34,2010,711
WV,Native American/Alaskan,Male,25-34,2011,717
WV,Native American/Alaskan,Male,25-34,2012,732
WV,Native American/Alaskan,Male,25-34,2013,785
WV,Native American/Alaskan,Male,25-34,2014,798
WV,Native American/Alaskan,Male,25-34,2015,785
WV,Native American/Alaskan,Male,25-34,2016,797
WV,Native American/Alaskan,Male,25-34,2017,813
WV,Native American/Alaskan,Male,25-34,2018,822
WV,Native American/Alaskan,Male,25-34,2019,842
WV,Native American/Alaskan,Male,25-34,2020,868
WV,Native American/Alaskan,Male,35-54,2010,1912
WV,Native American/Alaskan,Male,35-54,2011,1909
WV,Native American/Alaskan,Male,35-54,2012,1884
WV,Native American/Alaskan,Male,35-54,2013,1784
WV,Native American/Alaskan,Male,35-54,2014,1713
WV,Native American/Alaskan,Male,35-54,2015,1686
WV,Native American/Alaskan,Male,35-54,2016,1677
WV,Native American/Alaskan,Male,35-54,2017,1656
WV,Native American/Alaskan,Male,35-54,2018,1654
WV,Native American/Alaskan,Male,35-54,2019,1654
WV,Native American/Alaskan,Male,35-54,2020,1639
WV,Native American/Alaskan,Male,55-84,2010,1677
WV,Native American/Alaskan,Male,55-84,2011,1757
WV,Native American/Alaskan,Male,55-84,2012,1851
WV,Native American/Alaskan,Male,55-84,2013,1960
WV,Native American/Alaskan,Male,55-84,2014,2058
WV,Native American/Alaskan,Male,55-84,2015,2134
WV,Native American/Alaskan,Male,55-84,2016,2173
WV,Native American/Alaskan,Male,55-84,2017,2247
WV,Native American/Alaskan,Male,55-84,2018,2282
WV,Native American/Alaskan,Male,55-84,2019,2338
WV,Native American/Alaskan,Male,55-84,2020,2369
WV,Native American/Alaskan,Male,85+,2010,49
WV,Native American/Alaskan,Male,85+,2011,56
WV,Native American/Alaskan,Male,85+,2012,70
WV,Native American/Alaskan,Male,85+,2013,81
WV,Native American/Alaskan,Male,85+,2014,89
WV,Native American/Alaskan,Male,85+,2015,100
WV,Native American/Alaskan,Male,85+,2016,120
WV,Native American/Alaskan,Male,85+,2017,132
WV,Native American/Alaskan,Male,85+,2018,142
WV,Native American/Alaskan,Male,85+,2019,160
WV,Native American/Alaskan,Male,85+,2020,164
WV,Native American/Alaskan,Female,0-14,2010,1070
WV,Native American/Alaskan,Female,0-14,2011,1089
WV,Native American/Alaskan,Female,0-14,2012,1094
WV,Native American/Alaskan,Female,0-14,2013,1064
WV,Native American/Alaskan,Female,0-14,2014,1057
WV,Native American/Alaskan,Female,0-14,2015,1058
WV,Native American/Alaskan,Female,0-14,2016,1047
WV,Native American/Alaskan,Female,0-14,2017,1023
WV,Native American/Alaskan,Female,0-14,2018,1018
WV,Native American/Alaskan,Female,0-14,2019,1003
WV,Native American/Alaskan,Female,0-14,2020,993
WV,Native American/Alaskan,Female,15-24,2010,723
WV,Native American/Alaskan,Female,15-24,2011,764
WV,Native American/Alaskan,Female,15-24,2012,773
WV,Native American/Alaskan,Female,15-24,2013,805
WV,Native American/Alaskan,Female,15-24,2014,839
WV,Native American/Alaskan,Female,15-24,2015,823
WV,Native American/Alaskan,Female,15-24,2016,830
WV,Native American/Alaskan,Female,15-24,2017,803
WV,Native American/Alaskan,Female,15-24,2018,786
WV,Native American/Alaskan,Female,15-24,2019,781
WV,Native American/Alaskan,Female,15-24,2020,761
WV,Native American/Alaskan,Female,25-34,2010,683
WV,Native American/Alaskan,Female,25-34,2011,692
WV,Native American/Alaskan,Female,25-34,2012,690
WV,Native American/Alaskan,Female,25-34,2013,694
WV,Native American/Alaskan,Female,25-34,2014,686
WV,Native American/Alaskan,Female,25-34,2015,712
WV,Native American/Alaskan,Female,25-34,2016,706
WV,Native American/Alaskan,Female,25-34,2017,701
WV,Native American/Alaskan,Female,25-34,2018,722
WV,Native American/Alaskan,Female,25-34,2019,730
WV,Native American/Alaskan,Female,25-34,2020,761
WV,Native American/Alaskan,Female,35-54,2010,1864
WV,Native American/Alaskan,Female,35-54,2011,1827
WV,Native American/Alaskan,Female,35-54,2012,1789
WV,Native American/Alaskan,Female,35-54,2013,1780
WV,Native American/Alaskan,Female,35-54,2014,1735
WV,Native American/Alaskan,Female,35-54,2015,1696
WV,Native American/Alaskan,Female,35-54,2016,1683
WV,Native American/Alaskan,Female,35-54,2017,1645
WV,Native American/Alaskan,Female,35-54,2018,1638
WV,Native American/Alaskan,Female,35-54,2019,1617
WV,Native American/Alaskan,Female,35-54,2020,1615
WV,Native American/Alaskan,Female,55-84,2010,1851
WV,Native American/Alaskan,Female,55-84,2011,1938
WV,Native American/Alaskan,Female,55-84,2012,1995
WV,Native American/Alaskan,Female,55-84,2013,2063
WV,Native American/Alaskan,Female,55-84,2014,2111
WV,Native American/Alaskan,Female,55-84,2015,2187
WV,Native American/Alaskan,Female,55-84,2016,2235
WV,Native American/Alaskan,Female,55-84,2017,2304
WV,Native American/Alaskan,Female,55-84,2018,2330
WV,Native American/Alaskan,Female,55-84,2019,2395
WV,Native American/Alaskan,Female,55-84,2020,2429
WV,Native American/Alaskan,Female,85+,2010,107
WV,Native American/Alaskan,Female,85+,2011,111
WV,Native American/Alaskan,Female,85+,2012,128
WV,Native American/Alaskan,Female,85+,2013,142
WV,Native American/Alaskan,Female,85+,2014,153
WV,Native American/Alaskan,Female,85+,2015,172
WV,Native American/Alaskan,Female,85+,2016,189
WV,Native American/Alaskan,Female,85+,2017,197
WV,Native American/Alaskan,Female,85+,2018,208
WV,Native American/Alaskan,Female,85+,2019,225
WV,Native American/Alaskan,Female,85+,2020,233
WI,African-American/Black,Male,0-14,2010,60278
WI,African-American/Black,Male,0-14,2011,60776
WI,African-American/Black,Male,0-14,2012,61010
WI,African-American/Black,Male,0-14,2013,61044
WI,African-American/Black,Male,0-14,2014,61263
WI,African-American/Black,Male,0-14,2015,61655
WI,African-American/Black,Male,0-14,2016,61953
WI,African-American/Black,Male,0-14,2017,62622
WI,African-American/Black,Male,0-14,2018,63178
WI,African-American/Black,Male,0-14,2019,62892
WI,African-American/Black,Male,0-14,2020,62088
WI,African-American/Black,Male,15-24,2010,36579
WI,African-American/Black,Male,15-24,2011,37385
WI,African-American/Black,Male,15-24,2012,38040
WI,African-American/Black,Male,15-24,2013,38936
WI,African-American/Black,Male,15-24,2014,39481
WI,African-American/Black,Male,15-24,2015,39552
WI,African-American/Black,Male,15-24,2016,39369
WI,African-American/Black,Male,15-24,2017,39004
WI,African-American/Black,Male,15-24,2018,38680
WI,African-American/Black,Male,15-24,2019,38520
WI,African-American/Black,Male,15-24,2020,38591
WI,African-American/Black,Male,25-34,2010,26914
WI,African-American/Black,Male,25-34,2011,27293
WI,African-American/Black,Male,25-34,2012,27531
WI,African-American/Black,Male,25-34,2013,27900
WI,African-American/Black,Male,25-34,2014,28438
WI,African-American/Black,Male,25-34,2015,29180
WI,African-American/Black,Male,25-34,2016,30260
WI,African-American/Black,Male,25-34,2017,31744
WI,African-American/Black,Male,25-34,2018,33010
WI,African-American/Black,Male,25-34,2019,34231
WI,African-American/Black,Male,25-34,2020,35069
WI,African-American/Black,Male,35-54,2010,45490
WI,African-American/Black,Male,35-54,2011,45165
WI,African-American/Black,Male,35-54,2012,44854
WI,African-American/Black,Male,35-54,2013,44627
WI,African-American/Black,Male,35-54,2014,44593
WI,African-American/Black,Male,35-54,2015,44514
WI,African-American/Black,Male,35-54,2016,44396
WI,African-American/Black,Male,35-54,2017,44482
WI,African-American/Black,Male,35-54,2018,44507
WI,African-American/Black,Male,35-54,2019,44514
WI,African-American/Black,Male,35-54,2020,44719
WI,African-American/Black,Male,55-84,2010,21732
WI,African-American/Black,Male,55-84,2011,22795
WI,African-American/Black,Male,55-84,2012,23832
WI,African-American/Black,Male,55-84,2013,24745
WI,African-American/Black,Male,55-84,2014,25679
WI,African-American/Black,Male,55-84,2015,26604
WI,African-American/Black,Male,55-84,2016,27462
WI,African-American/Black,Male,55-84,2017,28174
WI,African-American/Black,Male,55-84,2018,28790
WI,African-American/Black,Male,55-84,2019,29589
WI,African-American/Black,Male,55-84,2020,30311
WI,African-American/Black,Male,85+,2010,585
WI,African-American/Black,Male,85+,2011,632
WI,African-American/Black,Male,85+,2012,675
WI,African-American/Black,Male,85+,2013,703
WI,African-American/Black,Male,85+,2014,763
WI,African-American/Black,Male,85+,2015,792
WI,African-American/Black,Male,85+,2016,826
WI,African-American/Black,Male,85+,2017,873
WI,African-American/Black,Male,85+,2018,913
WI,African-American/Black,Male,85+,2019,946
WI,African-American/Black,Male,85+,2020,1009
WI,African-American/Black,Female,0-14,2010,58785
WI,African-American/Black,Female,0-14,2011,59204
WI,African-American/Black,Female,0-14,2012,59501
WI,African-American/Black,Female,0-14,2013,59589
WI,African-American/Black,Female,0-14,2014,59807
WI,African-American/Black,Female,0-14,2015,59842
WI,African-American/Black,Female,0-14,2016,59938
WI,African-American/Black,Female,0-14,2017,60407
WI,African-American/Black,Female,0-14,2018,60831
WI,African-American/Black,Female,0-14,2019,60647
WI,African-American/Black,Female,0-14,2020,59873
WI,African-American/Black,Female,15-24,2010,35514
WI,African-American/Black,Female,15-24,2011,36163
WI,African-American/Black,Female,15-24,2012,36611
WI,African-American/Black,Female,15-24,2013,36873
WI,African-American/Black,Female,15-24,2014,37152
WI,African-American/Black,Female,15-24,2015,37041
WI,African-American/Black,Female,15-24,2016,36412
WI,African-American/Black,Female,15-24,2017,35927
WI,African-American/Black,Female,15-24,2018,35452
WI,African-American/Black,Female,15-24,2019,35149
WI,African-American/Black,Female,15-24,2020,35099
WI,African-American/Black,Female,25-34,2010,28277
WI,African-American/Black,Female,25-34,2011,28752
WI,African-American/Black,Female,25-34,2012,29129
WI,African-American/Black,Female,25-34,2013,29682
WI,African-American/Black,Female,25-34,2014,30301
WI,African-American/Black,Female,25-34,2015,30956
WI,African-American/Black,Female,25-34,2016,31966
WI,African-American/Black,Female,25-34,2017,33070
WI,African-American/Black,Female,25-34,2018,33814
WI,African-American/Black,Female,25-34,2019,34580
WI,African-American/Black,Female,25-34,2020,34922
WI,African-American/Black,Female,35-54,2010,47922
WI,African-American/Black,Female,35-54,2011,47962
WI,African-American/Black,Female,35-54,2012,47864
WI,African-American/Black,Female,35-54,2013,47559
WI,African-American/Black,Female,35-54,2014,47520
WI,African-American/Black,Female,35-54,2015,47543
WI,African-American/Black,Female,35-54,2016,47606
WI,African-American/Black,Female,35-54,2017,47587
WI,African-American/Black,Female,35-54,2018,47751
WI,African-American/Black,Female,35-54,2019,47849
WI,African-American/Black,Female,35-54,2020,47965
WI,African-American/Black,Female,55-84,2010,27277
WI,African-American/Black,Female,55-84,2011,28415
WI,African-American/Black,Female,55-84,2012,29593
WI,African-American/Black,Female,55-84,2013,30716
WI,African-American/Black,Female,55-84,2014,31825
WI,African-American/Black,Female,55-84,2015,32971
WI,African-American/Black,Female,55-84,2016,34078
WI,African-American/Black,Female,55-84,2017,35111
WI,African-American/Black,Female,55-84,2018,36089
WI,African-American/Black,Female,55-84,2019,37044
WI,African-American/Black,Female,55-84,2020,37968
WI,African-American/Black,Female,85+,2010,1377
WI,African-American/Black,Female,85+,2011,1403
WI,African-American/Black,Female,85+,2012,1450
WI,African-American/Black,Female,85+,2013,1497
WI,African-American/Black,Female,85+,2014,1580
WI,African-American/Black,Female,85+,2015,1666
WI,African-American/Black,Female,85+,2016,1734
WI,African-American/Black,Female,85+,2017,1789
WI,African-American/Black,Female,85+,2018,1843
WI,African-American/Black,Female,85+,2019,1933
WI,African-American/Black,Female,85+,2020,2022
WI,Asian/Pacific Islander,Male,0-14,2010,22590
WI,Asian/Pacific Islander,Male,0-14,2011,23144
WI,Asian/Pacific Islander,Male,0-14,2012,23749
WI,Asian/Pacific Islander,Male,0-14,2013,24657
WI,Asian/Pacific Islander,Male,0-14,2014,25506
WI,Asian/Pacific Islander,Male,0-14,2015,26070
WI,Asian/Pacific Islander,Male,0-14,2016,26532
WI,Asian/Pacific Islander,Male,0-14,2017,27158
WI,Asian/Pacific Islander,Male,0-14,2018,27670
WI,Asian/Pacific Islander,Male,0-14,2019,28120
WI,Asian/Pacific Islander,Male,0-14,2020,28276
WI,Asian/Pacific Islander,Male,15-24,2010,16097
WI,Asian/Pacific Islander,Male,15-24,2011,16544
WI,Asian/Pacific Islander,Male,15-24,2012,17052
WI,Asian/Pacific Islander,Male,15-24,2013,17791
WI,Asian/Pacific Islander,Male,15-24,2014,18185
WI,Asian/Pacific Islander,Male,15-24,2015,18642
WI,Asian/Pacific Islander,Male,15-24,2016,19040
WI,Asian/Pacific Islander,Male,15-24,2017,19107
WI,Asian/Pacific Islander,Male,15-24,2018,18779
WI,Asian/Pacific Islander,Male,15-24,2019,18905
WI,Asian/Pacific Islander,Male,15-24,2020,19032
WI,Asian/Pacific Islander,Male,25-34,2010,13921
WI,Asian/Pacific Islander,Male,25-34,2011,14773
WI,Asian/Pacific Islander,Male,25-34,2012,15479
WI,Asian/Pacific Islander,Male,25-34,2013,16209
WI,Asian/Pacific Islander,Male,25-34,2014,17144
WI,Asian/Pacific Islander,Male,25-34,2015,18225
WI,Asian/Pacific Islander,Male,25-34,2016,19342
WI,Asian/Pacific Islander,Male,25-34,2017,20078
WI,Asian/Pacific Islander,Male,25-34,2018,20310
WI,Asian/Pacific Islander,Male,25-34,2019,20728
WI,Asian/Pacific Islander,Male,25-34,2020,20814
WI,Asian/Pacific Islander,Male,35-54,2010,16283
WI,Asian/Pacific Islander,Male,35-54,2011,16964
WI,Asian/Pacific Islander,Male,35-54,2012,17670
WI,Asian/Pacific Islander,Male,35-54,2013,18575
WI,Asian/Pacific Islander,Male,35-54,2014,19413
WI,Asian/Pacific Islander,Male,35-54,2015,20204
WI,Asian/Pacific Islander,Male,35-54,2016,21084
WI,Asian/Pacific Islander,Male,35-54,2017,22218
WI,Asian/Pacific Islander,Male,35-54,2018,23179
WI,Asian/Pacific Islander,Male,35-54,2019,24321
WI,Asian/Pacific Islander,Male,35-54,2020,25376
WI,Asian/Pacific Islander,Male,55-84,2010,6442
WI,Asian/Pacific Islander,Male,55-84,2011,6832
WI,Asian/Pacific Islander,Male,55-84,2012,7261
WI,Asian/Pacific Islander,Male,55-84,2013,7694
WI,Asian/Pacific Islander,Male,55-84,2014,8189
WI,Asian/Pacific Islander,Male,55-84,2015,8711
WI,Asian/Pacific Islander,Male,55-84,2016,9228
WI,Asian/Pacific Islander,Male,55-84,2017,9754
WI,Asian/Pacific Islander,Male,55-84,2018,10293
WI,Asian/Pacific Islander,Male,55-84,2019,10898
WI,Asian/Pacific Islander,Male,55-84,2020,11517
WI,Asian/Pacific Islander,Male,85+,2010,191
WI,Asian/Pacific Islander,Male,85+,2011,217
WI,Asian/Pacific Islander,Male,85+,2012,231
WI,Asian/Pacific Islander,Male,85+,2013,249
WI,Asian/Pacific Islander,Male,85+,2014,257
WI,Asian/Pacific Islander,Male,85+,2015,282
WI,Asian/Pacific Islander,Male,85+,2016,299
